" seems to be WRONG, but Redsys says OK. Change status Order."," parece ser ERRÓNEO, pero Redsys dice OK. Cambio del estado del Pedido."
"Redsys send user to OK page, but seems somthing went wrong. Set to pending status.","Redsys envió al usuario a la URL OK, pero parce que algo fue mal. Cambio al estado pendiente."
"Please, check Payment in your Redsys panel and update the order status manually","Por favor, comprueba el pago en tu panel de Redsys y actualiza el estado del pedido Manualmente"
"Go to Checkout","Ir al proceso de compra"
"Go to Pay","Ir a Pagar"
"Payment from Applicable Countries","Aplicar el pago por país"
"Payment from Specific Countries","Aplicar el pago a los siguientes países"
"Enable Custom redirect OK and KO","Personalizar las URLs OK y KO"
"Custom OK URL","OK URL Personalizada"
"Custom KO URL","KO URL Personalizada"
"This will override Custom KO URL if is YES.","Esta opción sobrescribirá la ruta personalizada KO si es SI(YES)."
"Multi currency Settings","Ajustes Multi Moneda"
"<p>Here you can set the specific terminal for each currency option.</p>","<p>Desde estas opciones puede configurar un terminal diferente para cada una de las monedas.</p>"
"Euro specific terminal","Terminal específico para EURO"
"USD Dolar specific terminal","Terminal específico para DOLAR[USD]"
"GBP Pound specific terminal","Terminal específico para LIBRA[GBP]"
"Japan Yen specific terminal","Terminal específico para YEN Japonés"
"Euro specific SHA256","Clave SHA256 específica para Euro"
"USD Dolar specific SHA256","Clave SHA256 específica para DOLAR[USD]"
"GBP Pound specific SHA256","Clave SHA256 específica para LIBRA[GBP]"
"Japan Yen specific SHA256","Clave SHA256 específica para YEN Japonés"
